Et_4A_035145.mRNA1,,,,evm.model.Smar18g01654,,,,
Et_4A_034836.mRNA1,evm.model.Smar20g00536,.,.,.,Chr07G005340.1,.,Chr04G006290.1,.
Et_4A_035833.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034837.mRNA1,evm.model.Smar20g00537,.,evm.model.Smar14g00365,.,Chr07G005350.1,.,Chr04G006280.1,.
Et_4A_034838.mRNA1,evm.model.Smar20g00539,.,evm.model.Smar14g00367,.,Chr07G005360.1,.,Chr04G006270.1,.
Et_4A_034932.mRNA1,.,.,.,.,Chr07G005370.1,Chr12G000630.1,Chr04G006260.1,Chr01G038740.1
Et_4A_034841.mRNA1,.,.,.,.,.,.,.,.
Et_4A_034937.mRNA1,evm.model.Smar20g00541,evm.model.Smar56g00727,evm.model.Smar14g00369,evm.model.Smar18g01594,Chr07G005380.1,Chr12G000640.1,Chr04G006250.1,.
Et_4A_035889.mRNA1,evm.model.Smar20g00542,.,evm.model.Smar14g00370,.,Chr07G005390.1,.,Chr04G006230.1,.
Et_4A_034933.mRNA1,.,evm.model.Smar56g00725,.,evm.model.Smar18g01590,Chr07G005410.1,Chr12G000670.1,Chr04G006210.1,Chr01G038720.1
Et_4A_035891.mRNA1,evm.model.Smar20g00546,evm.model.Smar56g00724,.,.,.,Chr12G000680.1,.,.
Et_4A_035892.mRNA1,evm.model.Smar20g00548,evm.model.Smar56g00723,evm.model.Smar14g00376,.,Chr07G005440.1,Chr12G000690.1,Chr04G006180.1,.
Et_4A_034934.mRNA1,.,.,evm.model.Smar14g00429,.,Chr07G005830.1,.,Chr04G005760.1,.
Et_4A_034938.mRNA1,evm.model.Smar20g00591,evm.model.Smar56g00694,.,evm.model.Smar18g01563,Chr07G005820.1,Chr12G000910.1,Chr04G005770.1,Chr01G038500.1
Et_4A_034939.mRNA1,evm.model.Smar20g00590,.,.,.,Chr07G005810.1,.,Chr04G005780.1,.
Et_4A_034940.mRNA1,evm.model.Smar20g00589,.,.,.,Chr07G005800.1,.,Chr04G005790.1,.
Et_4A_034935.mRNA1,.,.,evm.model.Smar14g00425,.,Chr07G005790.1,.,Chr04G005800.1,.
Et_4A_034936.mRNA1,evm.model.Smar20g00587,.,evm.model.Smar14g00424,evm.model.Smar18g01564,Chr07G005780.1,.,Chr04G005810.1,.
Et_4A_034941.mRNA1,evm.model.Smar20g00585,.,evm.model.Smar14g00423,evm.model.Smar18g01565,Chr07G005770.1,Chr12G000900.1,Chr04G005820.1,.
Et_4A_035890.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035893.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035894.mRNA1,.,.,.,.,Chr07G005760.1,.,Chr04G005850.1,.
Et_4A_035040.mRNA1,evm.model.Smar20g00583,evm.model.Smar56g00701,evm.model.Smar14g00421,.,Chr07G005750.1,Chr12G000890.1,Chr04G005860.1,Chr01G038510.1
Et_4A_035041.mRNA1,evm.model.Smar20g00580,.,evm.model.Smar14g00409,.,Chr07G005730.1,.,Chr04G005880.1,.
Et_4A_035940.mRNA1,evm.model.Smar20g00577,.,evm.model.Smar14g00417,.,Chr07G005720.1,.,Chr04G005890.1,.
Et_4A_035035.mRNA1,.,evm.model.Smar56g00703,.,evm.model.Smar18g01567,Chr07G005710.1,Chr12G000860.1,Chr04G005900.1,Chr01G038540.1
Et_4A_035042.mRNA1,evm.model.Smar20g00573,evm.model.Smar56g00704,evm.model.Smar14g00407,evm.model.Smar18g01568,Chr07G005700.1,Chr12G000850.1,Chr04G005910.1,Chr01G038550.1
Et_4A_035043.mRNA1,evm.model.Smar20g00571,evm.model.Smar56g00705,evm.model.Smar14g00406,evm.model.Smar18g01570,Chr07G005680.1,Chr12G000840.1,Chr04G005920.1,Chr01G038560.1
Et_4A_035044.mRNA1,evm.model.Smar20g00569,evm.model.Smar56g00706,evm.model.Smar14g00404,.,Chr07G005670.1,.,Chr04G005940.1,.
Et_4A_035939.mRNA1,.,evm.model.Smar56g00707,.,evm.model.Smar18g01571,.,.,.,.
Et_4A_035036.mRNA1,evm.model.Smar20g00568,.,.,.,Chr07G005660.1,Chr12G000820.1,Chr04G005950.1,Chr01G038570.1
Et_4A_035037.mRNA1,evm.model.Smar20g00567,.,evm.model.Smar14g00402,.,Chr07G005650.1,.,Chr04G005960.1,.
Et_4A_035038.mRNA1,evm.model.Smar20g00566,.,evm.model.Smar14g00399,.,Chr07G005640.1,.,Chr04G005970.1,.
Et_4A_035039.mRNA1,evm.model.Smar20g00565,evm.model.Smar56g00710,evm.model.Smar14g00398,evm.model.Smar18g01572,Chr07G005630.1,Chr12G000810.1,Chr04G005980.1,Chr01G038580.1
Et_4A_035045.mRNA1,evm.model.Smar20g00564,.,.,evm.model.Smar18g01573,Chr07G005620.1,Chr12G000800.1,Chr04G005990.1,Chr01G038590.1
Et_4A_035046.mRNA1,evm.model.Smar20g00563,evm.model.Smar56g00712,evm.model.Smar14g00395,evm.model.Smar18g01574,Chr07G005610.1,Chr12G000790.1,Chr04G006000.1,.
Et_4A_032429.mRNA1,.,evm.model.Smar56g00713,evm.model.Smar14g00394,.,Chr07G005600.1,Chr12G000780.1,Chr04G006010.1,Chr01G038600.1
Et_4A_032425.mRNA1,.,evm.model.Smar56g00714,.,evm.model.Smar18g01576,.,Chr12G000760.1,.,Chr01G038610.1
Et_4A_035153.mRNA1,.,.,.,.,.,Chr12G000750.1,.,Chr01G038620.1
Et_4A_032426.mRNA1,evm.model.Smar20g00562,.,evm.model.Smar14g00393,.,Chr07G005590.1,.,Chr04G006030.1,.
Et_4A_032430.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035154.mRNA1,evm.model.Smar20g00558,evm.model.Smar56g00717,evm.model.Smar14g00389,evm.model.Smar18g01579,Chr07G005560.1,Chr12G000730.1,Chr04G006050.1,Chr01G038920.1
Et_4A_032427.mRNA1,evm.model.Smar20g00557,evm.model.Smar56g00718,evm.model.Smar14g00388,evm.model.Smar18g01580,Chr07G005550.1,.,Chr04G006070.1,Chr01G038640.1
Et_4A_032428.mRNA1,evm.model.Smar20g00556,.,evm.model.Smar14g00387,.,Chr07G005540.1,.,Chr04G006090.1,.
Et_4A_035151.mRNA1,evm.model.Smar20g00555,.,.,evm.model.Smar18g01581,Chr07G005530.1,.,Chr04G006100.1,Chr01G038650.1
Et_4A_035152.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032512.mRNA1,evm.model.Smar20g00554,evm.model.Smar56g00720,evm.model.Smar14g00385,evm.model.Smar18g01583,Chr07G005520.1,.,Chr04G006110.1,Chr01G038670.1
Et_4A_032517.mRNA1,evm.model.Smar20g00553,.,evm.model.Smar14g00384,.,Chr07G005510.1,.,Chr04G006120.1,.
Et_4A_032513.mRNA1,evm.model.Smar20g00552,.,evm.model.Smar14g00383,.,Chr07G005500.1,.,Chr04G006130.1,Chr01G038680.1
Et_4A_032518.mRNA1,evm.model.Smar20g00551,evm.model.Smar56g00721,evm.model.Smar14g00382,evm.model.Smar18g01584,Chr07G005490.1,.,Chr04G006140.1,Chr01G038690.1
Et_4A_035186.mRNA1,.,.,evm.model.Smar14g00380,evm.model.Smar18g01561,Chr07G005470.1,Chr12G000710.1,.,.
Et_4A_035187.mRNA1,.,.,evm.model.Smar14g00379,.,Chr07G005460.1,.,Chr04G006160.1,.
Et_4A_032519.mRNA1,.,.,.,.,Chr07G005450.1,Chr12G000700.1,Chr04G006170.1,Chr01G038710.1
Et_4A_031994.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035185.mRNA1,evm.model.Smar20g00548,evm.model.Smar56g00723,evm.model.Smar14g00376,.,Chr07G005440.1,Chr12G000690.1,Chr04G006180.1,.
Et_4A_032514.mRNA1,evm.model.Smar20g00547,.,evm.model.Smar14g00375,.,Chr07G005430.1,.,Chr04G006190.1,.
Et_4A_032520.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032515.mRNA1,evm.model.Smar20g00546,evm.model.Smar56g00724,.,.,.,Chr12G000680.1,.,.
Et_4A_032521.mRNA1,,evm.model.Smar56g00725,.,evm.model.Smar18g01590,Chr07G005410.1,Chr12G000670.1,Chr04G006210.1,Chr01G038720.1
Et_4A_032522.mRNA1,,.,evm.model.Smar14g00372,evm.model.Smar18g01591,Chr07G005400.1,Chr12G000660.1,Chr04G006220.1,Chr01G038730.1
Et_4A_035188.mRNA1,,evm.model.Smar56g00726,,.,,Chr12G000650.1,,.
Et_4A_032516.mRNA1,evm.model.Smar20g00593,.,evm.model.Smar14g00430,.,Chr07G005840.1,.,Chr04G005750.1,Chr01G038490.1
Et_4A_032621.mRNA1,evm.model.Smar20g00594,.,evm.model.Smar14g00431,.,Chr07G005850.1,.,Chr04G005740.1,.
Et_4A_032625.mRNA1,evm.model.Smar20g00595,.,.,evm.model.Smar18g01560,Chr07G005860.1,Chr12G000920.1,Chr04G005730.1,Chr01G038480.1
Et_4A_032626.mRNA1,evm.model.Smar20g00596,evm.model.Smar56g00698,.,evm.model.Smar18g01559,Chr07G005870.1,Chr12G000930.1,Chr04G005720.1,.
Et_4A_035201.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032622.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032623.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032016.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032627.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032624.mRNA1,.,.,evm.model.Smar14g00435,evm.model.Smar18g01557,Chr07G005890.1,Chr12G000940.1,Chr04G005690.1,Chr01G038470.1
Et_4A_032628.mRNA1,evm.model.Smar20g00600,.,evm.model.Smar14g00436,evm.model.Smar18g01556,Chr07G005900.1,Chr12G000950.1,Chr04G005680.1,.
Et_4A_031765.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035202.mRNA1,evm.model.Smar20g00601,.,evm.model.Smar14g00437,.,.,.,Chr04G005670.1,.
Et_4A_032629.mRNA1,evm.model.Smar20g00602,.,.,.,.,.,Chr04G005660.1,.
Et_4A_032630.mRNA1,.,.,.,evm.model.Smar18g01555,Chr07G005930.1,Chr12G000970.1,Chr04G005650.1,Chr01G038450.1
Et_4A_032719.mRNA1,evm.model.Smar20g00604,.,evm.model.Smar14g00438,evm.model.Smar18g01554,Chr07G005940.1,Chr12G000980.1,Chr04G005630.1,Chr01G038440.1
Et_4A_032723.mRNA1,.,evm.model.Smar56g00695,evm.model.Smar14g00439,evm.model.Smar18g01553,Chr07G005950.1,Chr12G000990.1,Chr04G005620.1,Chr01G038420.1
Et_4A_032720.mRNA1,evm.model.Smar20g00607,evm.model.Smar56g00694,evm.model.Smar14g00440,evm.model.Smar18g01552,Chr07G005960.1,Chr12G001000.1,Chr04G005610.1,.
Et_4A_035222.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035221.mRNA1,evm.model.Smar20g00608,evm.model.Smar56g00693,evm.model.Smar14g00441,evm.model.Smar18g01551,Chr07G005970.1,Chr12G001010.1,.,Chr01G038410.1
Et_4A_032724.mRNA1,.,.,evm.model.Smar14g00442,evm.model.Smar18g01550,Chr07G005980.1,Chr12G001020.1,Chr04G005600.1,Chr01G038400.1
Et_4A_032721.mRNA1,evm.model.Smar20g00609,evm.model.Smar56g00692,.,evm.model.Smar18g01549,Chr07G005990.1,Chr12G001030.1,Chr04G005590.1,Chr01G038390.1
Et_4A_032722.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035241.mRNA1,.,.,.,.,.,.,.,.
Et_4A_035239.mRNA1,.,evm.model.Smar56g00691,.,evm.model.Smar18g01548,.,Chr12G001040.1,.,Chr01G038380.1
Et_4A_032052.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032794.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032795.mRNA1,.,.,evm.model.Smar14g00445,.,Chr07G006000.1,.,Chr04G005580.1,.
Et_4A_032796.mRNA1,evm.model.Smar20g00610,.,.,.,Chr07G006010.1,.,Chr04G005570.1,.
Et_4A_032797.mRNA1,.,evm.model.Smar56g00689,.,evm.model.Smar18g01547,.,Chr12G001050.1,.,.
Et_4A_032798.mRNA1,evm.model.Smar20g00613,evm.model.Smar56g00688,evm.model.Smar14g00448,evm.model.Smar18g01546,Chr07G006040.1,Chr12G001060.1,Chr04G005540.1,.
Et_4A_032792.mRNA1,evm.model.Smar20g00614,evm.model.Smar56g00687,evm.model.Smar14g00449,evm.model.Smar18g01545,Chr07G006050.1,Chr12G001070.1,Chr04G005520.1,Chr01G038360.1
Et_4A_032799.mRNA1,evm.model.Smar20g00615,.,evm.model.Smar14g00450,.,Chr07G006060.1,.,Chr04G005510.1,.
Et_4A_032793.mRNA1,.,.,.,evm.model.Smar18g01544,.,Chr12G001080.1,.,Chr01G038350.1
Et_4A_035240.mRNA1,evm.model.Smar20g00616,.,evm.model.Smar14g00451,.,Chr07G006070.1,.,Chr04G005500.1,.
Et_4A_032800.mRNA1,.,.,evm.model.Smar14g00452,.,Chr07G006080.1,Chr12G001090.1,Chr04G005490.1,Chr01G038340.1
Et_4A_032869.mRNA1,evm.model.Smar20g00617,.,evm.model.Smar14g00453,evm.model.Smar18g01542,Chr07G006090.1,Chr12G001100.1,Chr04G005480.1,Chr01G038330.1
Et_4A_032875.mRNA1,evm.model.Smar20g00618,.,evm.model.Smar14g00454,evm.model.Smar18g01541,Chr07G006100.1,.,Chr04G005470.1,.
Et_4A_035255.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032870.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032063.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032876.mRNA1,evm.model.Smar20g00620,.,evm.model.Smar14g00456,.,.,Chr12G001110.1,Chr04G005460.1,Chr01G038320.1
Et_4A_032871.mRNA1,.,.,evm.model.Smar14g00457,.,Chr07G006110.1,.,Chr04G005450.1,.
Et_4A_032872.mRNA1,.,.,.,.,.,.,.,.
Et_4A_032877.mRNA1,.,.,evm.model.Smar14g00458,.,Chr07G006120.1,.,Chr04G005440.1,.
Et_4A_032873.mRNA1,.,.,.,.,.,Chr12G001160.1,.,Chr01G038300.1
