Et_4A_034102.mRNA1,.,.,.,.
Et_4A_034101.mRNA1,.,.,.,evm.model.Smar18g01626
Et_4A_035575.mRNA1,.,.,evm.model.Smar64g00152,.
Et_4A_035578.mRNA1,evm.model.Smar20g00015,.,evm.model.Smar64g00151,.
Et_4A_034103.mRNA1,evm.model.Smar20g00016,evm.model.Smar56g00766,.,evm.model.Smar18g01624
Et_4A_035576.mRNA1,,.,.,.
Et_4A_034094.mRNA1,,.,.,.
Et_4A_034095.mRNA1,,.,.,.
Et_4A_034104.mRNA1,,evm.model.Smar56g00765,.,evm.model.Smar18g01623
Et_4A_034096.mRNA1,,evm.model.Smar56g00764,.,.
Et_4A_034097.mRNA1,,.,.,.
Et_4A_034098.mRNA1,,evm.model.Smar56g00762,.,.
Et_4A_035577.mRNA1,,.,.,.
Et_4A_034105.mRNA1,,evm.model.Smar56g00761,.,evm.model.Smar18g01621
Et_4A_034099.mRNA1,,evm.model.Smar56g00758,.,evm.model.Smar18g01620
Et_4A_034106.mRNA1,,.,.,.
Et_4A_034100.mRNA1,,.,evm.model.Smar64g00148,.
Et_4A_034107.mRNA1,,.,evm.model.Smar64g00147,.
Et_4A_034511.mRNA1,,.,.,.
Et_4A_034504.mRNA1,,evm.model.Smar56g00757,evm.model.Smar64g00146,evm.model.Smar18g01618
Et_4A_035704.mRNA1,,.,evm.model.Smar64g00145,.
Et_4A_034512.mRNA1,,evm.model.Smar56g00755,,.
Et_4A_035708.mRNA1,,,,.
Et_4A_034505.mRNA1,,,,.
Et_4A_035705.mRNA1,,,,.
Et_4A_034506.mRNA1,,,evm.model.Smar14g00298,.
Et_4A_034513.mRNA1,evm.model.Smar20g00481,,evm.model.Smar14g00300,.
Et_4A_034514.mRNA1,.,,evm.model.Smar14g00301,.
Et_4A_034515.mRNA1,.,,.,evm.model.Smar18g01615
Et_4A_034507.mRNA1,evm.model.Smar20g00482,,evm.model.Smar14g00302,.
Et_4A_035706.mRNA1,evm.model.Smar20g00485,,evm.model.Smar14g00304,.
Et_4A_034508.mRNA1,.,,.,.
Et_4A_034509.mRNA1,evm.model.Smar20g00486,,evm.model.Smar14g00305,.
Et_4A_034516.mRNA1,.,,.,.
Et_4A_034510.mRNA1,evm.model.Smar20g00488,,evm.model.Smar14g00306,.
Et_4A_034517.mRNA1,.,,.,.
Et_4A_034518.mRNA1,.,,.,.
Et_4A_035707.mRNA1,evm.model.Smar20g00489,,evm.model.Smar14g00308,.
Et_4A_034626.mRNA1,.,,.,.
Et_4A_034627.mRNA1,evm.model.Smar20g00490,,evm.model.Smar14g00309,.
Et_4A_034630.mRNA1,evm.model.Smar20g00492,,.,evm.model.Smar18g01613
Et_4A_034631.mRNA1,evm.model.Smar20g00493,,evm.model.Smar14g00310,.
Et_4A_035747.mRNA1,.,,.,.
Et_4A_035748.mRNA1,.,,.,.
Et_4A_034632.mRNA1,.,,.,.
Et_4A_035744.mRNA1,evm.model.Smar20g00496,,.,.
Et_4A_034628.mRNA1,evm.model.Smar20g00500,,.,.
Et_4A_034629.mRNA1,evm.model.Smar20g00501,evm.model.Smar56g00744,evm.model.Smar14g00313,evm.model.Smar18g01611
Et_4A_034633.mRNA1,.,evm.model.Smar56g00743,.,evm.model.Smar18g01609
Et_4A_035745.mRNA1,.,.,.,.
Et_4A_034634.mRNA1,.,.,.,evm.model.Smar18g01608
Et_4A_035749.mRNA1,.,.,evm.model.Smar14g00316,.
Et_4A_035746.mRNA1,.,.,.,.
Et_4A_035787.mRNA1,.,.,.,.
Et_4A_034737.mRNA1,evm.model.Smar20g00506,.,evm.model.Smar14g00318,.
Et_4A_031964.mRNA1,.,.,.,.
Et_4A_035789.mRNA1,evm.model.Smar20g00508,.,evm.model.Smar14g00321,.
Et_4A_034738.mRNA1,evm.model.Smar20g00509,evm.model.Smar56g00739,evm.model.Smar14g00322,evm.model.Smar18g01607
Et_4A_035790.mRNA1,evm.model.Smar20g00512,.,evm.model.Smar14g00329,.
Et_4A_034739.mRNA1,evm.model.Smar20g00513,evm.model.Smar56g00737,evm.model.Smar14g00331,evm.model.Smar18g01606
Et_4A_034740.mRNA1,.,.,.,.
Et_4A_031963.mRNA1,.,.,.,.
Et_4A_035788.mRNA1,evm.model.Smar20g00515,.,evm.model.Smar14g00333,.
Et_4A_034743.mRNA1,.,.,.,evm.model.Smar18g01604
Et_4A_034744.mRNA1,evm.model.Smar20g00516,.,evm.model.Smar14g00334,.
Et_4A_034745.mRNA1,.,evm.model.Smar56g00735,.,evm.model.Smar18g01602
Et_4A_034741.mRNA1,evm.model.Smar20g00518,evm.model.Smar56g00734,evm.model.Smar14g00336,evm.model.Smar18g01601
Et_4A_034742.mRNA1,evm.model.Smar20g00519,.,.,.
Et_4A_034746.mRNA1,evm.model.Smar20g00520,.,evm.model.Smar14g00337,.
Et_4A_034829.mRNA1,.,evm.model.Smar56g00733,.,.
Et_4A_034830.mRNA1,evm.model.Smar20g00525,.,evm.model.Smar14g00345,.
Et_4A_034831.mRNA1,evm.model.Smar20g00527,.,evm.model.Smar14g00347,.
Et_4A_034839.mRNA1,evm.model.Smar20g00528,evm.model.Smar56g00732,evm.model.Smar14g00349,evm.model.Smar18g01600
Et_4A_034832.mRNA1,evm.model.Smar20g00529,.,evm.model.Smar14g00351,.
Et_4A_034833.mRNA1,evm.model.Smar20g00530,evm.model.Smar56g00731,evm.model.Smar14g00363,evm.model.Smar18g01599
Et_4A_034840.mRNA1,.,evm.model.Smar56g00730,.,evm.model.Smar18g01598
Et_4A_035834.mRNA1,.,.,.,.
Et_4A_035831.mRNA1,evm.model.Smar20g00532,.,evm.model.Smar14g00364,.
Et_4A_034834.mRNA1,.,.,.,.
Et_4A_034835.mRNA1,.,.,.,.
Et_4A_035835.mRNA1,evm.model.Smar20g00533,.,.,.
Et_4A_035832.mRNA1,evm.model.Smar20g00534,evm.model.Smar56g00729,.,.
Et_4A_034836.mRNA1,evm.model.Smar20g00536,.,.,.
Et_4A_035833.mRNA1,.,.,.,.
Et_4A_034837.mRNA1,evm.model.Smar20g00537,.,evm.model.Smar14g00365,.
Et_4A_034838.mRNA1,evm.model.Smar20g00539,.,evm.model.Smar14g00367,.
Et_4A_034932.mRNA1,.,.,.,.
Et_4A_034841.mRNA1,.,.,.,.
Et_4A_034937.mRNA1,evm.model.Smar20g00541,evm.model.Smar56g00727,evm.model.Smar14g00369,evm.model.Smar18g01594
Et_4A_035889.mRNA1,evm.model.Smar20g00542,.,evm.model.Smar14g00370,.
Et_4A_034933.mRNA1,.,evm.model.Smar56g00725,.,evm.model.Smar18g01590
Et_4A_035891.mRNA1,evm.model.Smar20g00546,evm.model.Smar56g00724,.,.
Et_4A_035892.mRNA1,evm.model.Smar20g00548,evm.model.Smar56g00723,evm.model.Smar14g00376,.
Et_4A_034934.mRNA1,.,.,evm.model.Smar14g00429,.
Et_4A_034938.mRNA1,evm.model.Smar20g00591,evm.model.Smar56g00694,.,evm.model.Smar18g01563
Et_4A_034939.mRNA1,evm.model.Smar20g00590,.,.,.
Et_4A_034940.mRNA1,evm.model.Smar20g00589,.,.,.
Et_4A_034935.mRNA1,.,.,evm.model.Smar14g00425,.
Et_4A_034936.mRNA1,evm.model.Smar20g00587,.,evm.model.Smar14g00424,evm.model.Smar18g01564
Et_4A_034941.mRNA1,evm.model.Smar20g00585,.,evm.model.Smar14g00423,evm.model.Smar18g01565
Et_4A_035890.mRNA1,.,.,.,.
Et_4A_035893.mRNA1,.,.,.,.
Et_4A_035894.mRNA1,.,.,.,.
Et_4A_035040.mRNA1,evm.model.Smar20g00583,evm.model.Smar56g00701,evm.model.Smar14g00421,.
Et_4A_035041.mRNA1,evm.model.Smar20g00580,.,evm.model.Smar14g00409,.
Et_4A_035940.mRNA1,evm.model.Smar20g00577,.,evm.model.Smar14g00417,.
Et_4A_035035.mRNA1,.,evm.model.Smar56g00703,.,evm.model.Smar18g01567
Et_4A_035042.mRNA1,evm.model.Smar20g00573,evm.model.Smar56g00704,evm.model.Smar14g00407,evm.model.Smar18g01568
Et_4A_035043.mRNA1,evm.model.Smar20g00571,evm.model.Smar56g00705,evm.model.Smar14g00406,evm.model.Smar18g01570
Et_4A_035044.mRNA1,evm.model.Smar20g00569,evm.model.Smar56g00706,evm.model.Smar14g00404,.
Et_4A_035939.mRNA1,.,evm.model.Smar56g00707,.,evm.model.Smar18g01571
Et_4A_035036.mRNA1,evm.model.Smar20g00568,.,.,.
Et_4A_035037.mRNA1,evm.model.Smar20g00567,.,evm.model.Smar14g00402,.
Et_4A_035038.mRNA1,evm.model.Smar20g00566,.,evm.model.Smar14g00399,.
Et_4A_035039.mRNA1,evm.model.Smar20g00565,evm.model.Smar56g00710,evm.model.Smar14g00398,evm.model.Smar18g01572
Et_4A_035045.mRNA1,evm.model.Smar20g00564,.,.,evm.model.Smar18g01573
Et_4A_035046.mRNA1,evm.model.Smar20g00563,evm.model.Smar56g00712,evm.model.Smar14g00395,evm.model.Smar18g01574
Et_4A_032429.mRNA1,.,evm.model.Smar56g00713,evm.model.Smar14g00394,.
Et_4A_032425.mRNA1,.,evm.model.Smar56g00714,.,evm.model.Smar18g01576
Et_4A_035153.mRNA1,.,.,.,.
Et_4A_032426.mRNA1,evm.model.Smar20g00562,.,evm.model.Smar14g00393,.
Et_4A_032430.mRNA1,.,.,.,.
Et_4A_035154.mRNA1,evm.model.Smar20g00558,evm.model.Smar56g00717,evm.model.Smar14g00389,evm.model.Smar18g01579
Et_4A_032427.mRNA1,evm.model.Smar20g00557,evm.model.Smar56g00718,evm.model.Smar14g00388,evm.model.Smar18g01580
Et_4A_032428.mRNA1,evm.model.Smar20g00556,.,evm.model.Smar14g00387,.
Et_4A_035151.mRNA1,evm.model.Smar20g00555,.,.,evm.model.Smar18g01581
Et_4A_035152.mRNA1,.,.,.,.
Et_4A_032512.mRNA1,evm.model.Smar20g00554,evm.model.Smar56g00720,evm.model.Smar14g00385,evm.model.Smar18g01583
Et_4A_032517.mRNA1,evm.model.Smar20g00553,.,evm.model.Smar14g00384,.
Et_4A_032513.mRNA1,evm.model.Smar20g00552,.,evm.model.Smar14g00383,.
Et_4A_032518.mRNA1,evm.model.Smar20g00551,evm.model.Smar56g00721,evm.model.Smar14g00382,evm.model.Smar18g01584
Et_4A_035186.mRNA1,.,.,evm.model.Smar14g00380,evm.model.Smar18g01561
Et_4A_035187.mRNA1,.,.,evm.model.Smar14g00379,.
Et_4A_032519.mRNA1,.,.,.,.
Et_4A_031994.mRNA1,.,.,.,.
Et_4A_035185.mRNA1,evm.model.Smar20g00548,evm.model.Smar56g00723,evm.model.Smar14g00376,.
Et_4A_032514.mRNA1,evm.model.Smar20g00547,.,evm.model.Smar14g00375,.
Et_4A_032520.mRNA1,.,.,.,.
Et_4A_032515.mRNA1,evm.model.Smar20g00546,evm.model.Smar56g00724,.,.
Et_4A_032521.mRNA1,,evm.model.Smar56g00725,.,evm.model.Smar18g01590
Et_4A_032522.mRNA1,,.,evm.model.Smar14g00372,evm.model.Smar18g01591
Et_4A_035188.mRNA1,,evm.model.Smar56g00726,,.
Et_4A_032516.mRNA1,evm.model.Smar20g00593,.,evm.model.Smar14g00430,.
Et_4A_032621.mRNA1,evm.model.Smar20g00594,.,evm.model.Smar14g00431,.
Et_4A_032625.mRNA1,evm.model.Smar20g00595,.,.,evm.model.Smar18g01560
Et_4A_032626.mRNA1,evm.model.Smar20g00596,evm.model.Smar56g00698,.,evm.model.Smar18g01559
Et_4A_035201.mRNA1,.,.,.,.
Et_4A_032622.mRNA1,.,.,.,.
Et_4A_032623.mRNA1,.,.,.,.
Et_4A_032016.mRNA1,.,.,.,.
Et_4A_032627.mRNA1,.,.,.,.
Et_4A_032624.mRNA1,.,.,evm.model.Smar14g00435,evm.model.Smar18g01557
Et_4A_032628.mRNA1,evm.model.Smar20g00600,.,evm.model.Smar14g00436,evm.model.Smar18g01556
Et_4A_031765.mRNA1,.,.,.,.
Et_4A_035202.mRNA1,evm.model.Smar20g00601,.,evm.model.Smar14g00437,.
Et_4A_032629.mRNA1,evm.model.Smar20g00602,.,.,.
Et_4A_032630.mRNA1,.,.,.,evm.model.Smar18g01555
Et_4A_032719.mRNA1,evm.model.Smar20g00604,.,evm.model.Smar14g00438,evm.model.Smar18g01554
Et_4A_032723.mRNA1,.,evm.model.Smar56g00695,evm.model.Smar14g00439,evm.model.Smar18g01553
Et_4A_032720.mRNA1,evm.model.Smar20g00607,evm.model.Smar56g00694,evm.model.Smar14g00440,evm.model.Smar18g01552
Et_4A_035222.mRNA1,.,.,.,.
Et_4A_035221.mRNA1,evm.model.Smar20g00608,evm.model.Smar56g00693,evm.model.Smar14g00441,evm.model.Smar18g01551
Et_4A_032724.mRNA1,.,.,evm.model.Smar14g00442,evm.model.Smar18g01550
Et_4A_032721.mRNA1,evm.model.Smar20g00609,evm.model.Smar56g00692,.,evm.model.Smar18g01549
Et_4A_032722.mRNA1,.,.,.,.
Et_4A_035241.mRNA1,.,.,.,.
Et_4A_035239.mRNA1,.,evm.model.Smar56g00691,.,evm.model.Smar18g01548
Et_4A_032052.mRNA1,.,.,.,.
Et_4A_032794.mRNA1,.,.,.,.
Et_4A_032795.mRNA1,.,.,evm.model.Smar14g00445,.
Et_4A_032796.mRNA1,evm.model.Smar20g00610,.,.,.
Et_4A_032797.mRNA1,.,evm.model.Smar56g00689,.,evm.model.Smar18g01547
Et_4A_032798.mRNA1,evm.model.Smar20g00613,evm.model.Smar56g00688,evm.model.Smar14g00448,evm.model.Smar18g01546
Et_4A_032792.mRNA1,evm.model.Smar20g00614,evm.model.Smar56g00687,evm.model.Smar14g00449,evm.model.Smar18g01545
Et_4A_032799.mRNA1,evm.model.Smar20g00615,.,evm.model.Smar14g00450,.
Et_4A_032793.mRNA1,.,.,.,evm.model.Smar18g01544
Et_4A_035240.mRNA1,evm.model.Smar20g00616,.,evm.model.Smar14g00451,.
Et_4A_032800.mRNA1,.,.,evm.model.Smar14g00452,.
Et_4A_032869.mRNA1,evm.model.Smar20g00617,.,evm.model.Smar14g00453,evm.model.Smar18g01542
Et_4A_032875.mRNA1,evm.model.Smar20g00618,.,evm.model.Smar14g00454,evm.model.Smar18g01541
Et_4A_035255.mRNA1,.,.,.,.
Et_4A_032870.mRNA1,.,.,.,.
Et_4A_032063.mRNA1,.,.,.,.
Et_4A_032876.mRNA1,evm.model.Smar20g00620,.,evm.model.Smar14g00456,.
Et_4A_032871.mRNA1,.,.,evm.model.Smar14g00457,.
Et_4A_032872.mRNA1,.,.,.,.
Et_4A_032877.mRNA1,.,.,evm.model.Smar14g00458,.
Et_4A_032873.mRNA1,.,.,.,.
Et_4A_032878.mRNA1,evm.model.Smar20g00623,.,evm.model.Smar14g00460,.
Et_4A_035257.mRNA1,.,evm.model.Smar56g00685,evm.model.Smar14g00461,evm.model.Smar18g01540
Et_4A_032879.mRNA1,evm.model.Smar20g00624,evm.model.Smar56g00684,evm.model.Smar14g00462,.
Et_4A_035256.mRNA1,evm.model.Smar20g00625,.,evm.model.Smar14g00463,.
Et_4A_032874.mRNA1,.,.,.,.
Et_4A_032880.mRNA1,.,.,.,.
Et_4A_032881.mRNA1,.,.,.,.
Et_4A_032940.mRNA1,.,.,.,.
Et_4A_032941.mRNA1,.,.,.,.
Et_4A_032949.mRNA1,.,.,.,.
Et_4A_035270.mRNA1,.,.,.,.
Et_4A_032950.mRNA1,evm.model.Smar20g00627,.,evm.model.Smar14g00468,.
Et_4A_032951.mRNA1,.,.,.,.
Et_4A_032942.mRNA1,.,.,.,.
Et_4A_032943.mRNA1,evm.model.Smar20g00628,evm.model.Smar56g00683,.,.
Et_4A_035271.mRNA1,.,evm.model.Smar56g00682,.,.
Et_4A_032953.mRNA1,evm.model.Smar20g00630,evm.model.Smar56g00681,.,evm.model.Smar18g01537
Et_4A_032952.mRNA1,.,.,.,.
Et_4A_032954.mRNA1,evm.model.Smar20g00631,evm.model.Smar56g00680,.,evm.model.Smar18g01536
Et_4A_032945.mRNA1,evm.model.Smar20g00632,.,.,.
Et_4A_032944.mRNA1,.,evm.model.Smar56g00679,.,evm.model.Smar18g01535
Et_4A_032946.mRNA1,.,.,.,.
Et_4A_032947.mRNA1,.,.,.,.
Et_4A_032948.mRNA1,.,evm.model.Smar56g00678,.,evm.model.Smar18g01534
Et_4A_032955.mRNA1,evm.model.Smar20g00633,evm.model.Smar56g00677,.,evm.model.Smar18g01533
Et_4A_032080.mRNA1,.,.,.,.
Et_4A_035283.mRNA1,.,.,.,.
Et_4A_035278.mRNA1,evm.model.Smar20g00635,evm.model.Smar56g00676,evm.model.Smar14g00471,.
Et_4A_033006.mRNA1,evm.model.Smar20g00636,evm.model.Smar56g00675,evm.model.Smar14g00472,.
Et_4A_035279.mRNA1,.,evm.model.Smar56g00674,.,evm.model.Smar18g01532
Et_4A_035280.mRNA1,.,.,evm.model.Smar14g00476,.
Et_4A_033007.mRNA1,.,evm.model.Smar56g00671,evm.model.Smar14g00477,evm.model.Smar18g01529
Et_4A_035281.mRNA1,.,.,.,.
Et_4A_033008.mRNA1,evm.model.Smar20g00639,.,.,.
Et_4A_033009.mRNA1,.,.,.,.
Et_4A_033012.mRNA1,evm.model.Smar20g00640,evm.model.Smar56g00670,evm.model.Smar14g00479,evm.model.Smar18g01527
Et_4A_035282.mRNA1,evm.model.Smar20g00642,.,evm.model.Smar14g00480,.
Et_4A_033010.mRNA1,.,evm.model.Smar56g00669,evm.model.Smar14g00481,.
Et_4A_033011.mRNA1,.,evm.model.Smar56g00668,.,evm.model.Smar18g01525
Et_4A_033013.mRNA1,evm.model.Smar20g00643,evm.model.Smar56g00667,.,evm.model.Smar18g01524
Et_4A_033014.mRNA1,.,.,.,.
Et_4A_033015.mRNA1,.,evm.model.Smar56g00665,.,evm.model.Smar18g01523
Et_4A_033064.mRNA1,evm.model.Smar20g00645,evm.model.Smar56g00664,evm.model.Smar14g00484,evm.model.Smar18g01522
Et_4A_033063.mRNA1,evm.model.Smar20g00646,.,evm.model.Smar14g00486,.
Et_4A_033065.mRNA1,evm.model.Smar20g00647,evm.model.Smar56g00662,evm.model.Smar14g00487,evm.model.Smar18g01521
Et_4A_033066.mRNA1,evm.model.Smar20g00648,evm.model.Smar56g00661,evm.model.Smar14g00488,.
Et_4A_033067.mRNA1,.,evm.model.Smar56g00660,.,evm.model.Smar18g01520
Et_4A_033068.mRNA1,evm.model.Smar20g00649,.,evm.model.Smar14g00490,evm.model.Smar18g01519
Et_4A_035294.mRNA1,.,.,.,.
Et_4A_031817.mRNA1,.,.,.,.
Et_4A_035292.mRNA1,.,evm.model.Smar56g00658,.,evm.model.Smar18g01517
Et_4A_035295.mRNA1,evm.model.Smar20g00651,.,evm.model.Smar14g00493,evm.model.Smar18g01516
Et_4A_035293.mRNA1,evm.model.Smar20g00652,.,evm.model.Smar14g00494,.
Et_4A_035296.mRNA1,evm.model.Smar20g00654,.,evm.model.Smar14g00496,.
Et_4A_033069.mRNA1,evm.model.Smar20g00656,.,evm.model.Smar14g00497,.
Et_4A_033070.mRNA1,evm.model.Smar20g00657,.,evm.model.Smar14g00498,.
Et_4A_033141.mRNA1,.,evm.model.Smar56g00656,evm.model.Smar14g00499,evm.model.Smar18g01515
Et_4A_035306.mRNA1,evm.model.Smar20g00659,evm.model.Smar56g00655,.,.
Et_4A_033142.mRNA1,.,evm.model.Smar56g00654,evm.model.Smar14g00502,.
Et_4A_033143.mRNA1,.,.,evm.model.Smar14g00503,evm.model.Smar18g01513
Et_4A_033144.mRNA1,.,.,evm.model.Smar14g00504,.
Et_4A_033140.mRNA1,.,.,evm.model.Smar14g00505,.
Et_4A_033133.mRNA1,evm.model.Smar20g00661,evm.model.Smar56g00653,evm.model.Smar14g00506,evm.model.Smar18g01512
Et_4A_033134.mRNA1,.,evm.model.Smar56g00651,.,.
Et_4A_033135.mRNA1,.,.,.,.
Et_4A_033136.mRNA1,.,.,.,.
Et_4A_033137.mRNA1,.,.,.,.
Et_4A_033138.mRNA1,.,.,.,.
Et_4A_033139.mRNA1,.,.,.,.
Et_4A_033215.mRNA1,.,.,.,.
Et_4A_033216.mRNA1,.,.,.,.
Et_4A_033213.mRNA1,evm.model.Smar20g00666,.,evm.model.Smar14g00512,.
Et_4A_035326.mRNA1,.,.,.,.
Et_4A_035325.mRNA1,.,evm.model.Smar56g00650,.,evm.model.Smar18g01510
Et_4A_032132.mRNA1,.,.,.,.
Et_4A_032133.mRNA1,.,.,.,.
Et_4A_033211.mRNA1,.,.,.,.
Et_4A_033212.mRNA1,.,.,.,.
Et_4A_033214.mRNA1,evm.model.Smar20g00668,evm.model.Smar56g00647,evm.model.Smar14g00514,evm.model.Smar18g01508
Et_4A_035324.mRNA1,.,evm.model.Smar56g00646,.,evm.model.Smar18g01503
Et_4A_033276.mRNA1,evm.model.Smar20g00669,.,evm.model.Smar14g00515,evm.model.Smar18g01502
Et_4A_033282.mRNA1,evm.model.Smar20g00670,evm.model.Smar56g00645,evm.model.Smar14g00516,evm.model.Smar18g01501
Et_4A_035341.mRNA1,evm.model.Smar20g00672,.,evm.model.Smar14g00517,.
Et_4A_035347.mRNA1,evm.model.Smar20g00673,evm.model.Smar56g00643,evm.model.Smar14g00518,evm.model.Smar18g01499
Et_4A_035342.mRNA1,evm.model.Smar20g00674,evm.model.Smar56g00642,evm.model.Smar14g00519,evm.model.Smar18g01498
Et_4A_035343.mRNA1,.,evm.model.Smar56g00641,.,.
Et_4A_035344.mRNA1,.,.,.,.
Et_4A_033283.mRNA1,evm.model.Smar20g00675,evm.model.Smar56g00640,.,evm.model.Smar18g01497
Et_4A_035345.mRNA1,.,.,.,.
Et_4A_035348.mRNA1,.,evm.model.Smar56g00639,.,evm.model.Smar18g01496
Et_4A_033277.mRNA1,evm.model.Smar20g00677,evm.model.Smar56g00638,evm.model.Smar14g00522,evm.model.Smar18g01495
Et_4A_035349.mRNA1,evm.model.Smar20g00678,evm.model.Smar56g00637,.,evm.model.Smar18g01494
Et_4A_033278.mRNA1,.,.,.,.
Et_4A_033284.mRNA1,.,.,.,.
Et_4A_035350.mRNA1,.,.,evm.model.Smar14g00523,evm.model.Smar18g01492
Et_4A_033279.mRNA1,.,.,evm.model.Smar14g00524,.
Et_4A_035351.mRNA1,.,.,.,.
Et_4A_033280.mRNA1,.,.,.,evm.model.Smar18g01491
Et_4A_035346.mRNA1,.,.,.,.
Et_4A_033281.mRNA1,.,.,.,.
Et_4A_033365.mRNA1,.,.,.,.
Et_4A_035370.mRNA1,.,.,.,.
Et_4A_033368.mRNA1,.,.,.,.
Et_4A_033366.mRNA1,.,.,.,.
Et_4A_033367.mRNA1,.,.,.,.
Et_4A_033369.mRNA1,evm.model.Smar20g00679,evm.model.Smar56g00633,evm.model.Smar14g00526,evm.model.Smar18g01489
Et_4A_033370.mRNA1,.,evm.model.Smar56g00631,.,.
Et_4A_035371.mRNA1,.,.,evm.model.Smar14g00531,.
Et_4A_033371.mRNA1,evm.model.Smar20g00689,evm.model.Smar56g00630,evm.model.Smar14g00532,.
Et_4A_035372.mRNA1,evm.model.Smar20g00690,.,evm.model.Smar14g00533,.
Et_4A_033372.mRNA1,.,evm.model.Smar56g00629,.,evm.model.Smar18g01487
Et_4A_032167.mRNA1,.,.,.,.
Et_4A_033373.mRNA1,.,.,.,.
Et_4A_033364.mRNA1,evm.model.Smar20g00691,evm.model.Smar56g00628,evm.model.Smar14g00538,evm.model.Smar18g01484
Et_4A_033449.mRNA1,.,evm.model.Smar56g00627,.,evm.model.Smar18g01483
Et_4A_035393.mRNA1,.,evm.model.Smar56g00626,.,.
Et_4A_035394.mRNA1,.,.,.,.
Et_4A_033450.mRNA1,.,evm.model.Smar56g00625,.,evm.model.Smar18g01477
Et_4A_033451.mRNA1,evm.model.Smar20g00693,evm.model.Smar56g00624,.,evm.model.Smar18g01475
Et_4A_033452.mRNA1,evm.model.Smar20g00694,evm.model.Smar56g00623,evm.model.Smar14g00539,evm.model.Smar18g01474
Et_4A_033457.mRNA1,evm.model.Smar20g00695,evm.model.Smar56g00621,evm.model.Smar14g00540,.
Et_4A_035395.mRNA1,.,evm.model.Smar56g00616,.,evm.model.Smar18g01460
Et_4A_033453.mRNA1,.,.,.,evm.model.Smar18g01459
Et_4A_035396.mRNA1,.,.,evm.model.Smar14g00542,.
Et_4A_035397.mRNA1,evm.model.Smar20g00696,.,.,.
Et_4A_033458.mRNA1,.,evm.model.Smar56g00614,.,evm.model.Smar18g01458
Et_4A_035398.mRNA1,.,.,.,.
Et_4A_035399.mRNA1,.,.,.,.
Et_4A_035400.mRNA1,.,.,.,.
Et_4A_033459.mRNA1,.,.,.,evm.model.Smar18g01457
